Fuel Type Code,Station Name,Street Address,Intersection Directions,Municipality,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,"Ocean View, NJ - Tesla Supercharger",2500 Sea Isle Blvd Unit 1,,Ocean View,NJ,8230,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,39.177099,-74.732408,6/18/2026,355057,2026-06-18 14:46:21 UTC,P,,,9/3/2024,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Quality Auto Mall,55 NJ-17,,Rutherford,NJ,7070,,888-717-4544,E,,Public,24 hours daily,,,,,,4,4,,CHARGESMART_EV,https://chargesmartev.com,GPS,40.821369,-74.099723,8/26/2026,355244,2026-08-26 04:50:49 UTC,,,,9/10/2024,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,1915 Route 46,1915 Rte 46,,Parsippany,NJ,7054,,833-611-5965,E,,Public,24 hours daily,,,,,,2,,,VIALYNK,https://www.lynkwell.com,GPS,40.8677,-74.4144,8/26/2026,355544,2026-08-26 04:47:29 UTC,,,,9/12/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Saddle Brook, NJ - Tesla Supercharger",419 Market St,,Saddle Brook,NJ,7663,,877-798-3752,E,,Public,24 hours daily. Open to all vehicles.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.897226,-74.09751,6/18/2026,355556,2026-06-18 14:46:21 UTC,P,,,9/9/2024,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,AD SUTTON WHSE EV CHARGER 2,55 School Ave,,Franklin Township,NJ,8873,,888-758-4389,E,,Public,Mon: 7:00am-8:00am; Tue: 7:00am-8:00am; Wed: 7:00am-8:00am; Thu: 7:00am-8:00am; Fri: 7:00am-8:00am,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.483378,-74.486882,8/26/2026,355713,2026-08-26 02:42:47 UTC,,,,9/14/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AD SUTTON WHSE EV CHARGER 3,55 School Ave,,Franklin Township,NJ,8873,,888-758-4389,E,,Public,Mon: 7:00am-8:00am; Tue: 7:00am-8:00am; Wed: 7:00am-8:00am; Thu: 7:00am-8:00am; Fri: 7:00am-8:00am,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.48421,-74.487,8/26/2026,355714,2026-08-26 02:42:47 UTC,,,,9/14/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AD SUTTON WHSE EV CHARGER 4,55 School Avenue,,Franklin Township,NJ,8873,,888-758-4389,E,,Public,Mon: 7:00am-8:00am; Tue: 7:00am-8:00am; Wed: 7:00am-8:00am; Thu: 7:00am-8:00am; Fri: 7:00am-8:00am,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.483388,-74.486985,8/26/2026,355715,2026-08-26 02:42:48 UTC,,,,9/14/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AD SUTTON WHSE EV CHARGER 1,55 School Avenue,,Franklin Township,NJ,8873,,888-758-4389,E,,Public,Mon: 7:00am-8:00am; Tue: 7:00am-8:00am; Wed: 7:00am-8:00am; Thu: 7:00am-8:00am; Fri: 7:00am-8:00am,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.483378,-74.486975,8/26/2026,355716,2026-08-26 02:42:48 UTC,,,,9/14/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Simon Gloucester Premium Outlets (Blackwood, NJ)",100 Premium Outlets Dr,,Blackwood,NJ,8012,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com,GPS,39.78357,-75.05113,8/26/2026,355721,2026-08-26 03:38:58 UTC,,,,9/14/2024,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Unity Bank,64 Old Hwy 22,,Clinton,NJ,8809,,833-611-5965,E,,Public,24 hours daily,,,,,,,4,,VIALYNK,https://www.lynkwell.com,GPS,40.63735,-74.90231,8/26/2026,355739,2026-08-26 04:47:30 UTC,,,,9/14/2024,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,KEAN EAST CAMPUS #2,215 North Ave Lower Lot,,Hillside,NJ,7205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.680681,-74.223728,8/26/2026,355852,2026-08-26 02:43:07 UTC,,,,9/18/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,KEAN EAST CAMPUS #1,215 North Ave. Lower Lot,,Hillside,NJ,7205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.680713,-74.223631,8/26/2026,355853,2026-08-26 02:43:07 UTC,,,,9/18/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,KEAN EAST CAMPUS #3,215 North Ave Lower Lot,,Hillside,NJ,7205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.680641,-74.22382,8/26/2026,355854,2026-08-26 02:43:07 UTC,,,,9/18/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Rockaway, NJ - Green Pond Road - Tesla Supercharger",14 Green Pond Rd,,Rockaway,NJ,7866,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.910882,-74.50091,6/18/2026,356065,2026-06-18 14:46:21 UTC,P,,,9/12/2024,,,,,TESLA,US,,,,Public,,public,,,OTHER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Gentilini Ford - Level 2,555 John S Penn Boulevard,,Woodbine,NJ,8270,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,39.2236531,-74.7853045,8/26/2026,356133,2026-08-26 00:48:19 UTC,,,,9/12/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Ramsey Chrysler Jeep,69 Spring Street,,Ramsey,NJ,7446,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,41.07609,-74.14148,8/26/2026,356134,2026-08-26 00:24:55 UTC,,,,5/23/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Gentilini Ford - DCFC,555 John S Penn Boulevard,,Woodbine,NJ,8270,,888-998-2546,E,,Public,24 hours daily,,,,,,,4,,Blink Network,https://blinkcharging.com,GPS,39.2236531,-74.7853045,8/26/2026,356136,2026-08-26 00:51:15 UTC,,,,9/21/2024,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Jetsonian Partners,305 Rio Grande Avenue,,Wildwood,NJ,8260,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.98112,-74.820978,8/26/2026,356231,2026-08-26 00:10:55 UTC,,,,7/19/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MONTVALE MB II STATION 2,200 Market St,,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.051033,-74.063027,8/26/2026,356341,2026-08-26 01:51:23 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MONTVALE MB II STATION 1,200 Market St,,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.051216,-74.06381,8/26/2026,356342,2026-08-26 01:51:23 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MDA II PHILLIPS STATION 4,34 Philips Pkwy,,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.049766,-74.056994,8/26/2026,356343,2026-08-26 02:26:15 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MB4 CT4K STATION 1,400 Market Street,Handicap left/right,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.052814,-74.063251,8/26/2026,356345,2026-08-26 02:38:40 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MB4 CT4K STATION 2,400 Market Street,Parking 1st and 2nd spot,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.052534,-74.063832,8/26/2026,356346,2026-08-26 02:38:40 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MB4 CT4K STATION 4,400 Market Street,Parking 3rd and 4th spot,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.052657,-74.063625,8/26/2026,356347,2026-08-26 02:38:41 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MB4 CT4K STATION 5,400 Market St,Front 1st and 2nd left spot,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.05276,-74.062467,8/26/2026,356348,2026-08-26 02:38:41 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MB4 CT4K STATION 6,400 Market St,Front 5th and 6th spot,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.052765,-74.062434,8/26/2026,356349,2026-08-26 02:38:41 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MB4 CT4K STATION 7,400 Market St,Front 3rd and 4th spot,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.052683,-74.062466,8/26/2026,356350,2026-08-26 02:38:42 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MB4 CT4K STATION 3,400 Market St,,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.053236,-74.06349,8/26/2026,356356,2026-08-26 02:41:27 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Tower Lenox CPU LLC,500 Central Avenue,,Union City,NJ,7087,,888-998-2546,E,,Public,24 hours daily,,,,,,18,,,Blink Network,https://blinkcharging.com,GPS,40.75633331,-74.042753,8/26/2026,356386,2026-08-26 00:30:34 UTC,,,,9/25/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,The Benjamin - Parking Lot,1 Franklin Ave,,Ridgewood,NJ,7450,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,6,,,EVOKE,https://evokesystems.com,GPS,40.981522,-74.11927,6/12/2026,356871,2026-06-12 17:15:57 UTC,P,,,8/16/2023,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$2.50 initiation fee; $0.35 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Eclipse Specialty & Emergency Pet Care - Rear Parking Lot,1 Papermill Dr,,Hanover,NJ,7981,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,4,,,EVOKE,https://evokesystems.com,GPS,40.830188,-74.430882,6/12/2026,356872,2026-06-12 17:15:57 UTC,P,,,3/1/2024,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$2.50 initiation fee; $0.30 per kWh; $5 per hour idle fee,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,One Spring St - Garage 4th Floor,1 Spring St,,New Brunswick,NJ,8901,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,7,,,EVOKE,https://evokesystems.com,GPS,40.495121,-74.444878,6/12/2026,356873,2026-06-12 17:15:57 UTC,P,,,5/22/2023,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$2 initiation fee; $0.24 per kWh; $10 per hour idle fee,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Overlook,11 Overlook Rd,,Summit,NJ,7901,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,18,,,EVOKE,https://evokesystems.com,GPS,40.711924,-74.354656,6/12/2026,356893,2026-06-12 17:15:57 UTC,P,,,5/2/2024,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,$0.75 initiation fee; $0.40 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,RWJ Somerset,110 Rehill Ave,,Somerville,NJ,8876,,813-492-5220,E,,Private,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,8,,,EVOKE,https://evokesystems.com,GPS,40.56965,-74.595446,6/12/2026,356895,2026-06-12 17:15:57 UTC,P,,,4/29/2021,,,,,J1772,US,,,,Privé,,private,,,HOSPITAL,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,115 Tabor Road,115 Tabor Rd,,Morris Plains,NJ,7950,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,19,,,EVOKE,https://evokesystems.com,GPS,40.83636,-74.476411,6/12/2026,356907,2026-06-12 17:15:57 UTC,P,,,11/11/2022,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.40 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,120 Passaic Street - Parking Lot 1,120 Passaic St,,Hackensack,NJ,7601,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,6,,,EVOKE,https://evokesystems.com,GPS,40.892611,-74.044249,6/12/2026,356912,2026-06-12 17:15:57 UTC,P,,,1/13/2024,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,$2 initiation fee; $0.35 per kWh; $30 per hour idle fee,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,The Aspire - Garage 2nd Floor,135 Somerset St,,New Brunswick,NJ,8901,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,5,,,EVOKE,https://evokesystems.com,GPS,40.497168,-74.449174,6/12/2026,356921,2026-06-12 17:15:57 UTC,P,,,6/23/2023,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$2 initiation fee; $0.24 per kWh; $10 per hour idle fee,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,The Arbol - Garage - Ground Floor,227 Orange St,,Newark,NJ,7103,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,4,,,EVOKE,https://evokesystems.com,GPS,40.7483259,-74.1785377,6/12/2026,356963,2026-06-12 17:15:57 UTC,P,,,5/17/2024,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,One Hudson Park Condo - Resident Parking,235 Old River Rd,,Edgewater,NJ,7020,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,2,,,EVOKE,https://evokesystems.com,GPS,40.808576,-73.990631,6/12/2026,356968,2026-06-12 17:15:57 UTC,P,,,4/5/2023,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$1 initiation fee; $0.30 per kWh; $3 per hour idle fee,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,299 AHS Laboratory - Parking Lot,299 Madison Ave,,Morristown,NJ,7960,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,8,,,EVOKE,https://evokesystems.com,GPS,40.784115,-74.453021,6/12/2026,356985,2026-06-12 17:15:57 UTC,P,,,11/30/2023,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,$0.75 initiation fee; $0.40 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Gil-Bar Berkeley Heights - Parking Lot,321 Snyder Ave,,Berkeley Heights,NJ,7922,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,2,1,,EVOKE,https://evokesystems.com,GPS,40.681007,-74.431642,6/12/2026,356998,2026-06-12 17:15:57 UTC,P,,,8/4/2023,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.35 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Goldberg Realty Main Office - Parking Lot,33 Clinton Rd,,West Caldwell,NJ,7006,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,2,,,EVOKE,https://evokesystems.com,GPS,40.85152,-74.29334,6/12/2026,357003,2026-06-12 17:15:57 UTC,P,,,7/19/2023,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.35 per kWh; $2 per hour idle fee,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Barclays Whippany Garage 300,"400 Jefferson Park, Bldg 300",,Hanover,NJ,7981,,813-492-5220,E,,Private,8am-8pm M-F,A ANDROID_PAY APPLE_PAY D M V,,,,,65,,,EVOKE,https://evokesystems.com,GPS,40.814056,-74.439605,6/12/2026,357022,2026-06-12 17:15:57 UTC,P,,,3/14/2024,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,$0.50 initiation fee; $0.16 per kWh,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,The NoMa - NOMA Garage,45 N Maple Ave,,Ridgewood,NJ,7450,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,4,,,EVOKE,https://evokesystems.com,GPS,40.97945,-74.11256,6/12/2026,357039,2026-06-12 17:15:57 UTC,P,,,12/7/2022,,,,,J1772,US,,,,Public,,public,,,RETAIL,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Central Medical Supply - Parking Lot,52 E Centre St,,Nutley,NJ,7110,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,2,,,EVOKE,https://evokesystems.com,GPS,40.808754,-74.142575,6/12/2026,357052,2026-06-12 17:15:57 UTC,P,,,6/22/2023,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,61 S Paramus Office - Parking Lot,61 S Paramus Rd,,Paramus,NJ,7652,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,5,,,EVOKE,https://evokesystems.com,GPS,40.922245,-74.086812,6/12/2026,357077,2026-06-12 17:15:57 UTC,P,,,8/16/2023,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$2.50 initiation fee; $0.35 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,670 N Beers St - ASG HQ,670 N Beers St,,Holmdel,NJ,7733,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,2,2,,EVOKE,https://evokesystems.com,GPS,40.4090329,-74.1967216,6/12/2026,357087,2026-06-12 17:15:57 UTC,P,,,6/20/2024,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.35 per kWh; $0.50 per hour idle fee,,,,,,,,,,FALSE,,,,,,,,LD,TRUE,
ELEC,ICONIQ 777 McCarter - Iconiq Garage 2nd Floor,777 McCarter Hwy,,Newark,NJ,7102,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,8,,,EVOKE,https://evokesystems.com,GPS,40.733906,-74.166803,6/12/2026,357098,2026-06-12 17:15:57 UTC,P,,,7/20/2023,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$2 initiation fee; $0.24 per kWh; $10 per hour idle fee,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Formosa Plastics Corporate HQ NJ - Formosa Plastics,9 Peach Tree Hill Rd,,Livingston,NJ,7039,,813-492-5220,E,,Private,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,10,,,EVOKE,https://evokesystems.com,GPS,40.770328,-74.361964,6/12/2026,357115,2026-06-12 17:15:57 UTC,P,,,2/27/2024,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,Chilton,97 West Pkwy,,Pequannock Township,NJ,7444,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,8,,,EVOKE,https://evokesystems.com,GPS,40.9584113,-74.3093863,6/12/2026,357122,2026-06-12 17:15:57 UTC,P,,,6/14/2024,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,$0.75 initiation fee; $0.40 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Anserve Inc.,1250 New Jersey 23,,Butler,NJ,7405,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.99147818,-74.34145419,8/26/2026,357284,2026-08-26 00:50:43 UTC,,,,9/30/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,LEXUS OF AC SERVICE SUPER C,3163 Atlantic 651,,Egg Harbor Township,NJ,8234,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,39.388198,-74.567826,8/26/2026,357319,2026-08-26 02:28:24 UTC,,,,10/2/2024,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CFA 04899 STATION 2,1180 US-46,,Parsippany-Troy Hills,NJ,7054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.863456,-74.388491,8/26/2026,357323,2026-08-26 02:35:35 UTC,,,,10/2/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CFA 04899 STATION 1,1180 US-46,,Parsippany-Troy Hills,NJ,7054,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.863471,-74.388574,8/26/2026,357324,2026-08-26 02:35:36 UTC,,,,10/2/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,WEXFORD CSN-01697120,100 DORCHESTER DR,,Lumberton,NJ,8048,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.976431,-74.763047,8/26/2026,357465,2026-08-26 02:39:09 UTC,,,,10/4/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,WEXFORD CSN-01697121,100 DORCHESTER DR,,Lumberton,NJ,8048,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.976325,-74.763026,8/26/2026,357466,2026-08-26 02:39:09 UTC,,,,10/4/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,L701 CP6 - STATION 1,1504 U.S. 1,,North Brunswick Township,NJ,8902,,888-758-4389,E,,Public,Mon: 8:00am-8:00pm; Tue: 8:00am-8:00pm; Wed: 8:00am-8:00pm; Thu: 8:00am-8:00pm; Fri: 8:00am-8:00pm; Sat: 8:00am-7:00pm,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.455875,-74.478138,8/26/2026,357480,2026-08-26 02:43:39 UTC,,,,10/4/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
